anzsco_code,label_4digit,soc,soc_label,isco_codes,pct_unit_support,broad_group_match
1111,Chief Executive or Managing Director,11-1011.00,Chief Executives,1120,100.0,True
1111,Chief Executive or Managing Director,11-1021.00,General and Operations Managers,1120,100.0,True
1111,Chief Executive or Managing Director,13-1075.00,Labor Relations Specialists,1114,100.0,False
1111,Chief Executive or Managing Director,33-1012.00,First-Line Supervisors of Police and Detectives,1112,100.0,False
1112,Corporate General Manager,11-1011.00,Chief Executives,1120,50.0,True
1112,Corporate General Manager,11-1021.00,General and Operations Managers,1120,50.0,True
1112,Corporate General Manager,13-1075.00,Labor Relations Specialists,1114,50.0,False
1112,Corporate General Manager,33-1011.00,First-Line Supervisors of Correctional Officers,0110,50.0,True
1112,Corporate General Manager,33-1012.00,First-Line Supervisors of Police and Detectives,0110; 1112,50.0,True
1112,Corporate General Manager,33-3012.00,Correctional Officers and Jailers,0110,50.0,True
1112,Corporate General Manager,33-3021.00,Detectives and Criminal Investigators,0110,50.0,True
1112,Corporate General Manager,33-3021.06,Intelligence Analysts,0110,50.0,True
1112,Corporate General Manager,33-3051.00,Police and Sheriff's Patrol Officers,0110,50.0,True
1112,Corporate General Manager,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",0110,50.0,False
1113,Local Government Legislator,11-1031.00,Legislators,1111,100.0,True
1211,Aquaculture Farmer,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1312; 6221,100.0,True
1211,Aquaculture Farmer,19-4012.00,Agricultural Technicians,6221,100.0,False
1211,Aquaculture Farmer,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1312,100.0,False
1211,Aquaculture Farmer,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6221,100.0,True
1211,Aquaculture Farmer,49-3041.00,Farm Equipment Mechanics and Service Technicians,6221,100.0,False
1212,Cotton Grower,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1311; 6112; 6114,90.0,True
1212,Cotton Grower,17-2021.00,Agricultural Engineers,6111; 6114,80.0,False
1212,Cotton Grower,19-1031.02,Range Managers,1311,90.0,False
1212,Cotton Grower,19-4012.00,Agricultural Technicians,6111,80.0,False
1212,Cotton Grower,19-4012.01,Precision Agriculture Technicians,6111,80.0,False
1212,Cotton Grower,19-4099.01,Quality Control Analysts,6112,70.0,False
1212,Cotton Grower,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",6113,60.0,False
1212,Cotton Grower,37-2021.00,Pest Control Workers,6112,70.0,False
1212,Cotton Grower,37-3011.00,Landscaping and Groundskeeping Workers,6113,60.0,False
1212,Cotton Grower,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",6112,70.0,False
1212,Cotton Grower,37-3013.00,Tree Trimmers and Pruners,6112; 6113,70.0,False
1212,Cotton Grower,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111; 6112; 6114,80.0,True
1212,Cotton Grower,45-2091.00,Agricultural Equipment Operators,6111,80.0,True
1212,Cotton Grower,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6111; 6112; 6113,80.0,True
1212,Cotton Grower,45-4021.00,Fallers,6112,70.0,True
1213,Apiarist,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1311,100.0,True
1213,Apiarist,19-1031.02,Range Managers,1311,100.0,False
1213,Apiarist,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6121,90.9,True
1213,Apiarist,45-2021.00,Animal Breeders,6121,90.9,True
1213,Apiarist,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6121,90.9,True
1214,Mixed Crop and Livestock Farmer,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1311; 6114,100.0,True
1214,Mixed Crop and Livestock Farmer,17-2021.00,Agricultural Engineers,6114,100.0,False
1214,Mixed Crop and Livestock Farmer,19-1031.02,Range Managers,1311,100.0,False
1214,Mixed Crop and Livestock Farmer,25-9021.00,Farm and Home Management Educators,6130,100.0,False
1214,Mixed Crop and Livestock Farmer,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6114,100.0,True
1311,Sales and Marketing Manager,11-2032.00,Public Relations Managers,1222,66.7,True
1321,Corporate Services Manager,11-3013.00,Facilities Managers,1219,100.0,True
1321,Corporate Services Manager,11-3013.01,Security Managers,1219,100.0,True
1321,Corporate Services Manager,11-3031.00,Financial Managers,1211,100.0,True
1321,Corporate Services Manager,11-3031.01,Treasurers and Controllers,1211,100.0,True
1321,Corporate Services Manager,11-3051.02,Geothermal Production Managers,1219,100.0,True
1321,Corporate Services Manager,11-3051.03,Biofuels Production Managers,1219,100.0,True
1321,Corporate Services Manager,11-3051.04,Biomass Power Plant Managers,1219,100.0,True
1321,Corporate Services Manager,11-3051.06,Hydroelectric Production Managers,1219,100.0,True
1321,Corporate Services Manager,11-9199.08,Loss Prevention Managers,1219,100.0,True
1321,Corporate Services Manager,11-9199.09,Wind Energy Operations Managers,1219,100.0,True
1321,Corporate Services Manager,13-1082.00,Project Management Specialists,1219,100.0,False
1322,Finance Manager,11-3031.00,Financial Managers,1211,100.0,True
1322,Finance Manager,11-3031.01,Treasurers and Controllers,1211,100.0,True
1323,Human Resource Manager,11-3111.00,Compensation and Benefits Managers,1212,100.0,True
1323,Human Resource Manager,11-3121.00,Human Resources Managers,1212,100.0,True
1324,Policy and Planning Manager,11-1021.00,General and Operations Managers,1213,100.0,True
1324,Policy and Planning Manager,11-3061.00,Purchasing Managers,1213,100.0,True
1324,Policy and Planning Manager,11-9151.00,Social and Community Service Managers,1213,100.0,True
1324,Policy and Planning Manager,11-9199.02,Compliance Managers,1213,100.0,True
1324,Policy and Planning Manager,13-1082.00,Project Management Specialists,1213,100.0,False
1324,Policy and Planning Manager,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",1213,100.0,False
1324,Policy and Planning Manager,13-1161.00,Market Research Analysts and Marketing Specialists,1213,100.0,False
1324,Policy and Planning Manager,15-1299.09,Information Technology Project Managers,1213,100.0,False
1324,Policy and Planning Manager,19-2041.01,Climate Change Policy Analysts,1213,100.0,False
1324,Policy and Planning Manager,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1213,100.0,False
1324,Policy and Planning Manager,43-3061.00,Procurement Clerks,1213,100.0,False
1324,Policy and Planning Manager,43-4061.00,"Eligibility Interviewers, Government Programs",1213,100.0,False
1325,Research and Development Manager,11-9041.00,Architectural and Engineering Managers,1223,100.0,True
1325,Research and Development Manager,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1223,100.0,True
1325,Research and Development Manager,11-9121.00,Natural Sciences Managers,1223,100.0,True
1325,Research and Development Manager,11-9121.01,Clinical Research Coordinators,1223,100.0,True
1331,Construction Project Manager,11-9021.00,Construction Managers,1323,100.0,True
1331,Construction Project Manager,47-1011.03,Solar Energy Installation Managers,1323,100.0,False
1331,Construction Project Manager,47-2031.00,Carpenters,7111,50.0,True
1331,Construction Project Manager,47-2081.00,Drywall and Ceiling Tile Installers,7111,50.0,True
1331,Construction Project Manager,47-4031.00,Fence Erectors,7111,50.0,True
1331,Construction Project Manager,49-9095.00,Manufactured Building and Mobile Home Installers,7111,50.0,True
1332,Engineering Manager,11-3012.00,Administrative Services Managers,1349,100.0,True
1332,Engineering Manager,11-9131.00,Postmasters and Mail Superintendents,1349,100.0,True
1332,Engineering Manager,19-2041.00,"Environmental Scientists and Specialists, Including Health",1349,100.0,False
1332,Engineering Manager,33-1011.00,First-Line Supervisors of Correctional Officers,1349,100.0,False
1333,Importer or Exporter,11-3061.00,Purchasing Managers,1324,50.0,True
1333,Importer or Exporter,11-3071.00,"Transportation, Storage, and Distribution Managers",1324,50.0,True
1333,Importer or Exporter,11-3071.04,Supply Chain Managers,1324,50.0,True
1333,Importer or Exporter,41-1011.00,First-Line Supervisors of Retail Sales Workers,1420,50.0,False
1334,Manufacturer,11-3051.00,Industrial Production Managers,1321,100.0,True
1334,Manufacturer,11-3051.01,Quality Control Systems Managers,1321,100.0,True
1336,Supply and Distribution Manager,11-3061.00,Purchasing Managers,1324,100.0,True
1336,Supply and Distribution Manager,11-3071.00,"Transportation, Storage, and Distribution Managers",1324,100.0,True
1336,Supply and Distribution Manager,11-3071.04,Supply Chain Managers,1324,100.0,True
1341,Child Care Centre Manager,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1341,100.0,True
1342,Medical Administrator / Medical Superintendent,11-9111.00,Medical and Health Services Managers,1342; 1343,80.0,True
1342,Medical Administrator / Medical Superintendent,11-9151.00,Social and Community Service Managers,1344,60.0,True
1342,Medical Administrator / Medical Superintendent,11-9199.00,"Managers, All Other",1343,60.0,True
1343,School Principal,11-9032.00,"Education Administrators, Kindergarten through Secondary",1345,100.0,True
1343,School Principal,11-9033.00,"Education Administrators, Postsecondary",1345,100.0,True
1344,Faculty Head,11-9032.00,"Education Administrators, Kindergarten through Secondary",1345,100.0,True
1344,Faculty Head,11-9033.00,"Education Administrators, Postsecondary",1345,100.0,True
1351,Chief Information Officer,11-3021.00,Computer and Information Systems Managers,1330,100.0,True
1351,Chief Information Officer,15-1299.09,Information Technology Project Managers,1330,100.0,False
1391,Commissioned Defence Force Officer,11-3012.00,Administrative Services Managers,1349,66.7,True
1391,Commissioned Defence Force Officer,11-9131.00,Postmasters and Mail Superintendents,1349,66.7,True
1391,Commissioned Defence Force Officer,19-2041.00,"Environmental Scientists and Specialists, Including Health",1349,66.7,False
1391,Commissioned Defence Force Officer,33-1011.00,First-Line Supervisors of Correctional Officers,1349,66.7,False
1392,Senior Non-commissioned Defence Force Member,33-1011.00,First-Line Supervisors of Correctional Officers,0210,100.0,True
1392,Senior Non-commissioned Defence Force Member,33-1012.00,First-Line Supervisors of Police and Detectives,0210,100.0,True
1392,Senior Non-commissioned Defence Force Member,33-3021.06,Intelligence Analysts,0210,100.0,True
1399,Arts Administrator or Manager,11-3012.00,Administrative Services Managers,1349,83.3,True
1399,Arts Administrator or Manager,11-9131.00,Postmasters and Mail Superintendents,1349,83.3,True
1399,Arts Administrator or Manager,19-2041.00,"Environmental Scientists and Specialists, Including Health",1349,83.3,False
1399,Arts Administrator or Manager,33-1011.00,First-Line Supervisors of Correctional Officers,1349,83.3,False
1411,Cafe or Restaurant Manager,11-9051.00,Food Service Managers,1412,100.0,True
1411,Cafe or Restaurant Manager,11-9199.00,"Managers, All Other",5221,100.0,False
1411,Cafe or Restaurant Manager,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1412,100.0,False
1412,Caravan Park and Camping Ground Manager,39-1022.00,First-Line Supervisors of Personal Service Workers,1439,100.0,False
1413,Hotel or Motel Manager,11-9081.00,Lodging Managers,1411,100.0,True
1414,Licensed Club Manager,39-1022.00,First-Line Supervisors of Personal Service Workers,1439,100.0,False
1421,Retail Manager (General),11-9199.00,"Managers, All Other",5221,83.3,False
1421,Retail Manager (General),41-1011.00,First-Line Supervisors of Retail Sales Workers,1420,83.3,False
1491,Amusement Centre Manager,11-9071.00,Gambling Managers,1431,100.0,True
1491,Amusement Centre Manager,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1431,100.0,True
1491,Amusement Centre Manager,11-9179.01,Fitness and Wellness Coordinators,1431,100.0,True
1491,Amusement Centre Manager,11-9179.02,Spa Managers,1431,100.0,True
1492,Call or Contact Centre Manager,11-3013.00,Facilities Managers,1219,50.0,True
1492,Call or Contact Centre Manager,11-3013.01,Security Managers,1219,50.0,True
1492,Call or Contact Centre Manager,11-3051.02,Geothermal Production Managers,1219,50.0,True
1492,Call or Contact Centre Manager,11-3051.03,Biofuels Production Managers,1219,50.0,True
1492,Call or Contact Centre Manager,11-3051.04,Biomass Power Plant Managers,1219,50.0,True
1492,Call or Contact Centre Manager,11-3051.06,Hydroelectric Production Managers,1219,50.0,True
1492,Call or Contact Centre Manager,11-9199.08,Loss Prevention Managers,1219,50.0,True
1492,Call or Contact Centre Manager,11-9199.09,Wind Energy Operations Managers,1219,50.0,True
1492,Call or Contact Centre Manager,13-1082.00,Project Management Specialists,1219,50.0,False
1492,Call or Contact Centre Manager,39-1022.00,First-Line Supervisors of Personal Service Workers,1439,100.0,False
1493,Conference and Event Organiser,13-1121.00,"Meeting, Convention, and Event Planners",3332,100.0,True
1494,Fleet Manager,11-3061.00,Purchasing Managers,1324,100.0,True
1494,Fleet Manager,11-3071.00,"Transportation, Storage, and Distribution Managers",1324,100.0,True
1494,Fleet Manager,11-3071.04,Supply Chain Managers,1324,100.0,True
1499,Boarding Kennel or Cattery Operator,39-1022.00,First-Line Supervisors of Personal Service Workers,1439,66.7,False
2111,Actor,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2659,50.0,False
2111,Actor,27-1012.00,Craft Artists,2659,50.0,True
2111,Actor,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",2659,50.0,True
2111,Actor,27-1019.00,"Artists and Related Workers, All Other",2659,50.0,True
2111,Actor,27-2011.00,Actors,2655; 2659,50.0,True
2111,Actor,27-2031.00,Dancers,2659,50.0,True
2111,Actor,27-2041.00,Music Directors and Composers,2652,50.0,True
2111,Actor,27-2042.00,Musicians and Singers,2652; 2659,50.0,True
2111,Actor,27-2091.00,"Disc Jockeys, Except Radio",2652; 2659,50.0,True
2111,Actor,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,2659,50.0,True
2111,Actor,27-4012.00,Broadcast Technicians,2659,50.0,True
2111,Actor,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",2659,50.0,False
2111,Actor,39-3091.00,Amusement and Recreation Attendants,2659,50.0,False
2111,Actor,39-7011.00,Tour Guides and Escorts,2659,50.0,False
2111,Actor,39-9032.00,Recreation Workers,2659,50.0,False
2111,Actor,41-9012.00,Models,2659,50.0,False
2112,Composer,27-2041.00,Music Directors and Composers,2652,100.0,True
2112,Composer,27-2042.00,Musicians and Singers,2652,100.0,True
2112,Composer,27-2091.00,"Disc Jockeys, Except Radio",2652,100.0,True
2113,Photographer,27-4021.00,Photographers,3431,100.0,False
2114,Painter (Visual Arts),27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",2651,75.0,True
2121,Artistic Director,27-2012.00,Producers and Directors,2654,50.0,True
2121,Artistic Director,27-2012.03,Media Programming Directors,2654,50.0,True
2121,Artistic Director,27-2012.05,Media Technical Directors/Managers,2654,50.0,True
2121,Artistic Director,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,2656,50.0,True
2121,Artistic Director,27-4032.00,Film and Video Editors,2654,50.0,True
2122,Author,27-3042.00,Technical Writers,2641,100.0,True
2122,Author,27-3043.00,Writers and Authors,2641,100.0,True
2122,Author,27-3043.05,"Poets, Lyricists and Creative Writers",2641,100.0,True
2123,"Art Director (Film, Television or Stage)",27-2012.00,Producers and Directors,2654,100.0,True
2123,"Art Director (Film, Television or Stage)",27-2012.03,Media Programming Directors,2654,100.0,True
2123,"Art Director (Film, Television or Stage)",27-2012.05,Media Technical Directors/Managers,2654,100.0,True
2123,"Art Director (Film, Television or Stage)",27-4032.00,Film and Video Editors,2654,100.0,True
2124,Copywriter,27-3023.00,"News Analysts, Reporters, and Journalists",2642,71.4,True
2124,Copywriter,27-3041.00,Editors,2642,71.4,True
2211,Accountant (General),13-2011.00,Accountants and Auditors,2411,100.0,True
2211,Accountant (General),13-2031.00,Budget Analysts,2411,100.0,True
2211,Accountant (General),13-2061.00,Financial Examiners,2411,100.0,True
2211,Accountant (General),13-2082.00,Tax Preparers,2411,100.0,True
2211,Accountant (General),13-2099.04,"Fraud Examiners, Investigators and Analysts",2411,100.0,True
2212,Company Secretary,11-3031.00,Financial Managers,1211,50.0,True
2212,Company Secretary,11-3031.01,Treasurers and Controllers,1211,50.0,True
2212,Company Secretary,13-2011.00,Accountants and Auditors,2411,50.0,True
2212,Company Secretary,13-2031.00,Budget Analysts,2411,50.0,True
2212,Company Secretary,13-2061.00,Financial Examiners,2411,50.0,True
2212,Company Secretary,13-2082.00,Tax Preparers,2411,50.0,True
2212,Company Secretary,13-2099.04,"Fraud Examiners, Investigators and Analysts",2411,50.0,True
2221,Commodities Trader,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3311,50.0,False
2222,Financial Market Dealer,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3311,100.0,False
2223,Financial Investment Adviser,11-3031.03,Investment Fund Managers,2412,100.0,False
2223,Financial Investment Adviser,13-2052.00,Personal Financial Advisors,2412,100.0,True
2231,Human Resource Adviser,13-1041.03,Equal Opportunity Representatives and Officers,2423,100.0,True
2231,Human Resource Adviser,13-1071.00,Human Resources Specialists,2423,100.0,True
2231,Human Resource Adviser,13-1075.00,Labor Relations Specialists,2423,100.0,True
2231,Human Resource Adviser,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2423,100.0,True
2231,Human Resource Adviser,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",2423,100.0,True
2232,ICT Trainer,11-3131.00,Training and Development Managers,2424,100.0,False
2232,ICT Trainer,13-1151.00,Training and Development Specialists,2356; 2424,100.0,True
2232,ICT Trainer,25-1021.00,"Computer Science Teachers, Postsecondary",2356,100.0,True
2233,Training and Development Professional,11-3131.00,Training and Development Managers,2424,100.0,False
2233,Training and Development Professional,13-1151.00,Training and Development Specialists,2356; 2424,100.0,True
2233,Training and Development Professional,25-1021.00,"Computer Science Teachers, Postsecondary",2356,100.0,True
2241,Actuary,15-2011.00,Actuaries,2120,100.0,True
2241,Actuary,15-2021.00,Mathematicians,2120,100.0,True
2241,Actuary,15-2031.00,Operations Research Analysts,2120,100.0,True
2241,Actuary,15-2041.00,Statisticians,2120,100.0,True
2241,Actuary,15-2041.01,Biostatisticians,2120,100.0,True
2241,Actuary,19-3022.00,Survey Researchers,2120,100.0,True
2242,Archivist,15-1299.03,Document Management Specialists,2621,75.0,True
2242,Archivist,25-4011.00,Archivists,2621,75.0,True
2242,Archivist,25-4012.00,Curators,2621,75.0,True
2243,Economist,19-3011.00,Economists,2631,100.0,True
2243,Economist,19-3011.01,Environmental Economists,2631,100.0,True
2244,Intelligence Officer,19-2041.01,Climate Change Policy Analysts,2422,100.0,True
2244,Intelligence Officer,21-1091.00,Health Education Specialists,2422,100.0,True
2244,Intelligence Officer,33-3021.06,Intelligence Analysts,2422,100.0,False
2245,Land Economist,11-9021.00,Construction Managers,1323,50.0,True
2245,Land Economist,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",3339,50.0,True
2245,Land Economist,13-1031.00,"Claims Adjusters, Examiners, and Investigators",3315,50.0,True
2245,Land Economist,13-1032.00,"Insurance Appraisers, Auto Damage",3315,50.0,True
2245,Land Economist,13-2022.00,Appraisers of Personal and Business Property,3315,50.0,True
2245,Land Economist,13-2023.00,Appraisers and Assessors of Real Estate,3315,50.0,True
2245,Land Economist,19-3011.00,Economists,2631,50.0,True
2245,Land Economist,19-3011.01,Environmental Economists,2631,50.0,True
2245,Land Economist,23-2093.00,"Title Examiners, Abstractors, and Searchers",3315,50.0,False
2245,Land Economist,41-3011.00,Advertising Sales Agents,3339,50.0,False
2245,Land Economist,47-1011.03,Solar Energy Installation Managers,1323,50.0,False
2246,Librarian,11-3012.00,Administrative Services Managers,1349,100.0,True
2246,Librarian,11-9131.00,Postmasters and Mail Superintendents,1349,100.0,True
2246,Librarian,19-2041.00,"Environmental Scientists and Specialists, Including Health",1349,100.0,False
2246,Librarian,25-4022.00,Librarians and Media Collections Specialists,2622,100.0,True
2246,Librarian,33-1011.00,First-Line Supervisors of Correctional Officers,1349,100.0,False
2247,Management Consultant,13-1051.00,Cost Estimators,2421,100.0,True
2247,Management Consultant,13-1111.00,Management Analysts,2421,100.0,True
2247,Management Consultant,15-2051.01,Business Intelligence Analysts,2421,100.0,True
2251,Advertising Specialist,13-1161.00,Market Research Analysts and Marketing Specialists,2431,100.0,True
2251,Advertising Specialist,13-1199.06,Online Merchants,2431,100.0,True
2252,ICT Account Manager,11-9199.00,"Managers, All Other",2434,100.0,False
2252,ICT Account Manager,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2434,100.0,False
2252,ICT Account Manager,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2434,100.0,False
2252,ICT Account Manager,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2434,100.0,False
2252,ICT Account Manager,41-9031.00,Sales Engineers,2434,100.0,False
2253,Public Relations Professional,11-2033.00,Fundraising Managers,2432,100.0,False
2253,Public Relations Professional,13-1131.00,Fundraisers,2432,100.0,True
2253,Public Relations Professional,27-3031.00,Public Relations Specialists,2432,100.0,True
2254,Sales Representative (Industrial Products),41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2433,100.0,False
2254,Sales Representative (Industrial Products),41-4011.07,Solar Sales Representatives and Assessors,2433,100.0,False
2254,Sales Representative (Industrial Products),41-9031.00,Sales Engineers,2433,100.0,False
2311,Aeroplane Pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",3153,80.0,False
2311,Aeroplane Pilot,53-2012.00,Commercial Pilots,3153,80.0,False
2312,Master Fisher,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",3152,50.0,False
2321,Architect,17-1011.00,"Architects, Except Landscape and Naval",2161,50.0,True
2321,Architect,17-1012.00,Landscape Architects,2162,50.0,True
2322,Surveyor,15-1299.02,Geographic Information Systems Technologists and Technicians,2165,100.0,True
2322,Surveyor,17-1021.00,Cartographers and Photogrammetrists,2165,100.0,True
2322,Surveyor,17-1022.00,Surveyors,2165,100.0,True
2322,Surveyor,17-1022.01,Geodetic Surveyors,2165,100.0,True
2323,Fashion Designer,27-1021.00,Commercial and Industrial Designers,2163,100.0,True
2323,Fashion Designer,27-1022.00,Fashion Designers,2163,100.0,True
2324,Graphic Designer,15-1255.01,Video Game Designers,2166,100.0,True
2324,Graphic Designer,27-1011.00,Art Directors,2166,100.0,True
2324,Graphic Designer,27-1014.00,Special Effects Artists and Animators,2166,100.0,True
2324,Graphic Designer,27-1024.00,Graphic Designers,2166,100.0,True
2324,Graphic Designer,27-2012.04,Talent Directors,2166,100.0,True
2324,Graphic Designer,43-9031.00,Desktop Publishers,2166,100.0,False
2325,Interior Designer,17-1011.00,"Architects, Except Landscape and Naval",2161,100.0,True
2325,Interior Designer,27-1025.00,Interior Designers,3432,100.0,False
2325,Interior Designer,27-1026.00,Merchandise Displayers and Window Trimmers,3432,100.0,False
2325,Interior Designer,27-1027.00,Set and Exhibit Designers,3432,100.0,False
2326,Urban and Regional Planner,17-1012.00,Landscape Architects,2162,100.0,True
2326,Urban and Regional Planner,19-3099.01,Transportation Planners,2164,100.0,True
2331,Chemical Engineer,11-9199.10,Wind Energy Development Managers,2149,50.0,False
2331,Chemical Engineer,13-1081.01,Logistics Engineers,2149,50.0,True
2331,Chemical Engineer,17-2031.00,Bioengineers and Biomedical Engineers,2149,50.0,True
2331,Chemical Engineer,17-2041.00,Chemical Engineers,2145,50.0,True
2331,Chemical Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2149,50.0,True
2331,Chemical Engineer,17-2111.02,Fire-Prevention and Protection Engineers,2149,50.0,True
2331,Chemical Engineer,17-2112.01,Human Factors Engineers and Ergonomists,2149,50.0,True
2331,Chemical Engineer,17-2112.02,Validation Engineers,2149,50.0,True
2331,Chemical Engineer,17-2121.00,Marine Engineers and Naval Architects,2149,50.0,True
2331,Chemical Engineer,17-2131.00,Materials Engineers,2149,50.0,True
2331,Chemical Engineer,17-2141.01,Fuel Cell Engineers,2149,50.0,True
2331,Chemical Engineer,17-2161.00,Nuclear Engineers,2149,50.0,True
2331,Chemical Engineer,17-2171.00,Petroleum Engineers,2146,50.0,True
2331,Chemical Engineer,17-2199.03,"Energy Engineers, Except Wind and Solar",2149,50.0,True
2331,Chemical Engineer,17-2199.07,Photonics Engineers,2149,50.0,True
2331,Chemical Engineer,17-2199.08,Robotics Engineers,2149,50.0,True
2331,Chemical Engineer,17-2199.09,Nanosystems Engineers,2149,50.0,True
2331,Chemical Engineer,17-2199.10,Wind Energy Engineers,2149,50.0,True
2331,Chemical Engineer,17-2199.11,Solar Energy Systems Engineers,2149,50.0,True
2331,Chemical Engineer,19-1012.00,Food Scientists and Technologists,2145,50.0,True
2331,Chemical Engineer,19-2032.00,Materials Scientists,2149,50.0,True
2331,Chemical Engineer,19-5011.00,Occupational Health and Safety Specialists,2149,50.0,True
2332,Civil Engineer,17-2051.00,Civil Engineers,2142,80.0,True
2332,Civil Engineer,17-2051.01,Transportation Engineers,2142,80.0,True
2332,Civil Engineer,17-2051.02,Water/Wastewater Engineers,2142,80.0,True
2332,Civil Engineer,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2142,80.0,True
2333,Electrical Engineer,17-2071.00,Electrical Engineers,2151,100.0,True
2334,Electronics Engineer,17-2061.00,Computer Hardware Engineers,2152,100.0,True
2334,Electronics Engineer,17-2072.00,"Electronics Engineers, Except Computer",2152,100.0,True
2334,Electronics Engineer,17-2072.01,Radio Frequency Identification Device Specialists,2152,100.0,True
2334,Electronics Engineer,17-2199.06,Microsystems Engineers,2152,100.0,True
2335,Industrial Engineer,13-1081.00,Logisticians,2141,66.7,True
2335,Industrial Engineer,13-1081.02,Logistics Analysts,2141,66.7,True
2335,Industrial Engineer,17-2112.00,Industrial Engineers,2141,66.7,True
2335,Industrial Engineer,17-2112.03,Manufacturing Engineers,2141,66.7,True
2336,Mining Engineer (excluding Petroleum),17-2171.00,Petroleum Engineers,2146,100.0,True
2339,Aeronautical Engineer,11-9199.10,Wind Energy Development Managers,2149,57.1,False
2339,Aeronautical Engineer,13-1081.01,Logistics Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2031.00,Bioengineers and Biomedical Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2149,57.1,True
2339,Aeronautical Engineer,17-2111.02,Fire-Prevention and Protection Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2112.01,Human Factors Engineers and Ergonomists,2149,57.1,True
2339,Aeronautical Engineer,17-2112.02,Validation Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2121.00,Marine Engineers and Naval Architects,2149,57.1,True
2339,Aeronautical Engineer,17-2131.00,Materials Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2141.01,Fuel Cell Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2161.00,Nuclear Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2199.03,"Energy Engineers, Except Wind and Solar",2149,57.1,True
2339,Aeronautical Engineer,17-2199.07,Photonics Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2199.08,Robotics Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2199.09,Nanosystems Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2199.10,Wind Energy Engineers,2149,57.1,True
2339,Aeronautical Engineer,17-2199.11,Solar Energy Systems Engineers,2149,57.1,True
2339,Aeronautical Engineer,19-2032.00,Materials Scientists,2149,57.1,True
2339,Aeronautical Engineer,19-5011.00,Occupational Health and Safety Specialists,2149,57.1,True
2341,Agricultural Consultant,19-4012.01,Precision Agriculture Technicians,2132,100.0,True
2342,Chemist,17-2041.00,Chemical Engineers,2145,66.7,True
2342,Chemist,19-1012.00,Food Scientists and Technologists,2145,66.7,True
2343,Conservation Officer,13-1199.05,Sustainability Specialists,2133,100.0,True
2343,Conservation Officer,19-1031.00,Conservation Scientists,2133,100.0,True
