month,state_name,region_code,region_name,region_level,anzsco2_code,anzsco2_name,vacancy_3m_moving_average
2020-07,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,38
2020-07,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,5
2020-07,NSW,113,Riverina,SA4,26,ICT Professionals,2
2020-07,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,4
2020-07,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,1565
2020-07,VIC,201,Ballarat,SA4,26,ICT Professionals,6
2020-07,VIC,202,Bendigo,SA4,26,ICT Professionals,2
2020-07,VIC,203,Geelong,SA4,26,ICT Professionals,18
2020-07,VIC,204,Hume,SA4,26,ICT Professionals,3
2020-07,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,3
2020-07,VIC,215,North West,SA4,26,ICT Professionals,3
2020-07,VIC,216,Shepparton,SA4,26,ICT Professionals,2
2020-07,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,5
2020-07,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,719
2020-07,QLD,306,Cairns,SA4,26,ICT Professionals,7
2020-07,QLD,308,Central Queensland,SA4,26,ICT Professionals,8
2020-07,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,4
2020-07,QLD,309,Gold Coast,SA4,26,ICT Professionals,53
2020-07,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,7
2020-07,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,3
2020-07,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,15
2020-07,QLD,317,Toowoomba,SA4,26,ICT Professionals,3
2020-07,QLD,318,Townsville,SA4,26,ICT Professionals,5
2020-07,QLD,319,Wide Bay,SA4,26,ICT Professionals,5
2020-07,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,261
2020-07,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,1
2020-07,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2020-07,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2020-07,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,438
2020-07,WA,501,Bunbury,SA4,26,ICT Professionals,1
2020-07,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,4
2020-07,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,3
2020-07,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,2
2020-07,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,13
2020-07,TAS,602,Launceston and North East,SA4,26,ICT Professionals,2
2020-07,TAS,603,South East,SA4,26,ICT Professionals,0
2020-07,TAS,604,West and North West,SA4,26,ICT Professionals,2
2020-07,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,30
2020-07,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,2
2020-07,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,947
2020-08,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,2638
2020-08,NSW,101,Capital Region,SA4,26,ICT Professionals,5
2020-08,NSW,103,Central West,SA4,26,ICT Professionals,7
2020-08,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,3
2020-08,NSW,105,Far West and Orana,SA4,26,ICT Professionals,14
2020-08,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,29
2020-08,NSW,107,Illawarra,SA4,26,ICT Professionals,15
2020-08,NSW,108,Mid North Coast,SA4,26,ICT Professionals,23
2020-08,NSW,109,Murray,SA4,26,ICT Professionals,4
2020-08,NSW,110,New England and North West,SA4,26,ICT Professionals,3
2020-08,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,44
2020-08,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,5
2020-08,NSW,113,Riverina,SA4,26,ICT Professionals,1
2020-08,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,4
2020-08,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,1684
2020-08,VIC,201,Ballarat,SA4,26,ICT Professionals,8
2020-08,VIC,202,Bendigo,SA4,26,ICT Professionals,3
2020-08,VIC,203,Geelong,SA4,26,ICT Professionals,19
2020-08,VIC,204,Hume,SA4,26,ICT Professionals,2
2020-08,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,4
2020-08,VIC,215,North West,SA4,26,ICT Professionals,3
2020-08,VIC,216,Shepparton,SA4,26,ICT Professionals,1
2020-08,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,6
2020-08,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,796
2020-08,QLD,306,Cairns,SA4,26,ICT Professionals,7
2020-08,QLD,308,Central Queensland,SA4,26,ICT Professionals,8
2020-08,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,3
2020-08,QLD,309,Gold Coast,SA4,26,ICT Professionals,58
2020-08,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,6
2020-08,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,2
2020-08,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,23
2020-08,QLD,317,Toowoomba,SA4,26,ICT Professionals,3
2020-08,QLD,318,Townsville,SA4,26,ICT Professionals,4
2020-08,QLD,319,Wide Bay,SA4,26,ICT Professionals,6
2020-08,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,283
2020-08,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,0
2020-08,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2020-08,SA,407,South Australia - South East,SA4,26,ICT Professionals,2
2020-08,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,504
2020-08,WA,501,Bunbury,SA4,26,ICT Professionals,2
2020-08,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,4
2020-08,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,3
2020-08,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,2
2020-08,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,15
2020-08,TAS,602,Launceston and North East,SA4,26,ICT Professionals,2
2020-08,TAS,603,South East,SA4,26,ICT Professionals,0
2020-08,TAS,604,West and North West,SA4,26,ICT Professionals,1
2020-08,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,23
2020-08,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,2
2020-08,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,911
2020-09,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,2992
2020-09,NSW,101,Capital Region,SA4,26,ICT Professionals,5
2020-09,NSW,103,Central West,SA4,26,ICT Professionals,9
2020-09,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,3
2020-09,NSW,105,Far West and Orana,SA4,26,ICT Professionals,15
2020-09,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,33
2020-09,NSW,107,Illawarra,SA4,26,ICT Professionals,16
2020-09,NSW,108,Mid North Coast,SA4,26,ICT Professionals,25
2020-09,NSW,109,Murray,SA4,26,ICT Professionals,5
2020-09,NSW,110,New England and North West,SA4,26,ICT Professionals,6
2020-09,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,50
2020-09,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,5
2020-09,NSW,113,Riverina,SA4,26,ICT Professionals,2
2020-09,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,7
2020-09,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,1845
2020-09,VIC,201,Ballarat,SA4,26,ICT Professionals,7
2020-09,VIC,202,Bendigo,SA4,26,ICT Professionals,3
2020-09,VIC,203,Geelong,SA4,26,ICT Professionals,18
2020-09,VIC,204,Hume,SA4,26,ICT Professionals,2
2020-09,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,3
2020-09,VIC,215,North West,SA4,26,ICT Professionals,4
2020-09,VIC,216,Shepparton,SA4,26,ICT Professionals,2
2020-09,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,6
2020-09,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,906
2020-09,QLD,306,Cairns,SA4,26,ICT Professionals,8
2020-09,QLD,308,Central Queensland,SA4,26,ICT Professionals,8
2020-09,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,3
2020-09,QLD,309,Gold Coast,SA4,26,ICT Professionals,64
2020-09,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,7
2020-09,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,2
2020-09,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,25
2020-09,QLD,317,Toowoomba,SA4,26,ICT Professionals,3
2020-09,QLD,318,Townsville,SA4,26,ICT Professionals,5
2020-09,QLD,319,Wide Bay,SA4,26,ICT Professionals,5
2020-09,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,334
2020-09,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,0
2020-09,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2020-09,SA,407,South Australia - South East,SA4,26,ICT Professionals,2
2020-09,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,555
2020-09,WA,501,Bunbury,SA4,26,ICT Professionals,2
2020-09,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,4
2020-09,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,2
2020-09,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,2
2020-09,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,16
2020-09,TAS,602,Launceston and North East,SA4,26,ICT Professionals,3
2020-09,TAS,603,South East,SA4,26,ICT Professionals,0
2020-09,TAS,604,West and North West,SA4,26,ICT Professionals,2
2020-09,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,36
2020-09,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,3
2020-09,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,1008
2020-10,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3187
2020-10,NSW,101,Capital Region,SA4,26,ICT Professionals,5
2020-10,NSW,103,Central West,SA4,26,ICT Professionals,10
2020-10,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,2
2020-10,NSW,105,Far West and Orana,SA4,26,ICT Professionals,16
2020-10,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,34
2020-10,NSW,107,Illawarra,SA4,26,ICT Professionals,18
2020-10,NSW,108,Mid North Coast,SA4,26,ICT Professionals,24
2020-10,NSW,109,Murray,SA4,26,ICT Professionals,6
2020-10,NSW,110,New England and North West,SA4,26,ICT Professionals,7
2020-10,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,54
2020-10,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,4
2020-10,NSW,113,Riverina,SA4,26,ICT Professionals,3
2020-10,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,10
2020-10,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,1994
2020-10,VIC,201,Ballarat,SA4,26,ICT Professionals,5
2020-10,VIC,202,Bendigo,SA4,26,ICT Professionals,4
2020-10,VIC,203,Geelong,SA4,26,ICT Professionals,15
2020-10,VIC,204,Hume,SA4,26,ICT Professionals,3
2020-10,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,4
2020-10,VIC,215,North West,SA4,26,ICT Professionals,3
2020-10,VIC,216,Shepparton,SA4,26,ICT Professionals,1
2020-10,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,5
2020-10,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,935
2020-10,QLD,306,Cairns,SA4,26,ICT Professionals,5
2020-10,QLD,308,Central Queensland,SA4,26,ICT Professionals,8
2020-10,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,4
2020-10,QLD,309,Gold Coast,SA4,26,ICT Professionals,68
2020-10,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,7
2020-10,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,2
2020-10,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,28
2020-10,QLD,317,Toowoomba,SA4,26,ICT Professionals,4
2020-10,QLD,318,Townsville,SA4,26,ICT Professionals,6
2020-10,QLD,319,Wide Bay,SA4,26,ICT Professionals,6
2020-10,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,355
2020-10,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,0
2020-10,SA,406,South Australia - Outback,SA4,26,ICT Professionals,0
2020-10,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2020-10,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,573
2020-10,WA,501,Bunbury,SA4,26,ICT Professionals,3
2020-10,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,5
2020-10,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,3
2020-10,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2020-10,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,19
2020-10,TAS,602,Launceston and North East,SA4,26,ICT Professionals,5
2020-10,TAS,603,South East,SA4,26,ICT Professionals,0
2020-10,TAS,604,West and North West,SA4,26,ICT Professionals,2
2020-10,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,38
2020-10,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,4
2020-10,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,997
2020-11,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3428
2020-11,NSW,101,Capital Region,SA4,26,ICT Professionals,5
2020-11,NSW,103,Central West,SA4,26,ICT Professionals,10
2020-11,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,2
2020-11,NSW,105,Far West and Orana,SA4,26,ICT Professionals,12
2020-11,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,34
2020-11,NSW,107,Illawarra,SA4,26,ICT Professionals,19
2020-11,NSW,108,Mid North Coast,SA4,26,ICT Professionals,20
2020-11,NSW,109,Murray,SA4,26,ICT Professionals,8
2020-11,NSW,110,New England and North West,SA4,26,ICT Professionals,7
2020-11,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,53
2020-11,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,3
2020-11,NSW,113,Riverina,SA4,26,ICT Professionals,2
2020-11,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,14
2020-11,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,2184
2020-11,VIC,201,Ballarat,SA4,26,ICT Professionals,4
2020-11,VIC,202,Bendigo,SA4,26,ICT Professionals,4
2020-11,VIC,203,Geelong,SA4,26,ICT Professionals,19
2020-11,VIC,204,Hume,SA4,26,ICT Professionals,3
2020-11,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,7
2020-11,VIC,215,North West,SA4,26,ICT Professionals,2
2020-11,VIC,216,Shepparton,SA4,26,ICT Professionals,1
2020-11,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,7
2020-11,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,996
2020-11,QLD,306,Cairns,SA4,26,ICT Professionals,4
2020-11,QLD,308,Central Queensland,SA4,26,ICT Professionals,8
2020-11,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,4
2020-11,QLD,309,Gold Coast,SA4,26,ICT Professionals,71
2020-11,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,7
2020-11,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,2
2020-11,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,28
2020-11,QLD,317,Toowoomba,SA4,26,ICT Professionals,4
2020-11,QLD,318,Townsville,SA4,26,ICT Professionals,8
2020-11,QLD,319,Wide Bay,SA4,26,ICT Professionals,6
2020-11,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,357
2020-11,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,1
2020-11,SA,406,South Australia - Outback,SA4,26,ICT Professionals,0
2020-11,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2020-11,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,566
2020-11,WA,501,Bunbury,SA4,26,ICT Professionals,3
2020-11,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,6
2020-11,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,2
2020-11,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2020-11,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,21
2020-11,TAS,602,Launceston and North East,SA4,26,ICT Professionals,6
2020-11,TAS,603,South East,SA4,26,ICT Professionals,1
2020-11,TAS,604,West and North West,SA4,26,ICT Professionals,2
2020-11,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,40
2020-11,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,5
2020-11,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,995
2020-12,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3282
2020-12,NSW,101,Capital Region,SA4,26,ICT Professionals,4
2020-12,NSW,103,Central West,SA4,26,ICT Professionals,9
2020-12,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,2
2020-12,NSW,105,Far West and Orana,SA4,26,ICT Professionals,8
2020-12,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,33
2020-12,NSW,107,Illawarra,SA4,26,ICT Professionals,19
2020-12,NSW,108,Mid North Coast,SA4,26,ICT Professionals,16
2020-12,NSW,109,Murray,SA4,26,ICT Professionals,7
2020-12,NSW,110,New England and North West,SA4,26,ICT Professionals,5
2020-12,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,50
2020-12,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,2
2020-12,NSW,113,Riverina,SA4,26,ICT Professionals,2
2020-12,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,13
2020-12,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,2120
2020-12,VIC,201,Ballarat,SA4,26,ICT Professionals,4
2020-12,VIC,202,Bendigo,SA4,26,ICT Professionals,4
2020-12,VIC,203,Geelong,SA4,26,ICT Professionals,22
2020-12,VIC,204,Hume,SA4,26,ICT Professionals,3
2020-12,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,7
2020-12,VIC,215,North West,SA4,26,ICT Professionals,1
2020-12,VIC,216,Shepparton,SA4,26,ICT Professionals,2
2020-12,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,7
2020-12,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,937
2020-12,QLD,306,Cairns,SA4,26,ICT Professionals,4
2020-12,QLD,308,Central Queensland,SA4,26,ICT Professionals,7
2020-12,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,4
2020-12,QLD,309,Gold Coast,SA4,26,ICT Professionals,65
2020-12,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,7
2020-12,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,2
2020-12,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,26
2020-12,QLD,317,Toowoomba,SA4,26,ICT Professionals,4
2020-12,QLD,318,Townsville,SA4,26,ICT Professionals,7
2020-12,QLD,319,Wide Bay,SA4,26,ICT Professionals,7
2020-12,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,341
2020-12,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,1
2020-12,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2020-12,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2020-12,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,529
2020-12,WA,501,Bunbury,SA4,26,ICT Professionals,3
2020-12,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,6
2020-12,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,3
2020-12,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2020-12,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,19
2020-12,TAS,602,Launceston and North East,SA4,26,ICT Professionals,7
2020-12,TAS,603,South East,SA4,26,ICT Professionals,1
2020-12,TAS,604,West and North West,SA4,26,ICT Professionals,3
2020-12,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,25
2020-12,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,5
2020-12,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,941
2021-01,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3325
2021-01,NSW,101,Capital Region,SA4,26,ICT Professionals,7
2021-01,NSW,103,Central West,SA4,26,ICT Professionals,9
2021-01,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,3
2021-01,NSW,105,Far West and Orana,SA4,26,ICT Professionals,9
2021-01,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,32
2021-01,NSW,107,Illawarra,SA4,26,ICT Professionals,20
2021-01,NSW,108,Mid North Coast,SA4,26,ICT Professionals,15
2021-01,NSW,109,Murray,SA4,26,ICT Professionals,7
2021-01,NSW,110,New England and North West,SA4,26,ICT Professionals,2
2021-01,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,48
2021-01,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,4
2021-01,NSW,113,Riverina,SA4,26,ICT Professionals,3
2021-01,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,12
2021-01,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,2194
2021-01,VIC,201,Ballarat,SA4,26,ICT Professionals,5
2021-01,VIC,202,Bendigo,SA4,26,ICT Professionals,3
2021-01,VIC,203,Geelong,SA4,26,ICT Professionals,25
2021-01,VIC,204,Hume,SA4,26,ICT Professionals,4
2021-01,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,8
2021-01,VIC,215,North West,SA4,26,ICT Professionals,1
2021-01,VIC,216,Shepparton,SA4,26,ICT Professionals,2
2021-01,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,7
2021-01,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1014
2021-01,QLD,306,Cairns,SA4,26,ICT Professionals,5
2021-01,QLD,308,Central Queensland,SA4,26,ICT Professionals,6
2021-01,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,3
2021-01,QLD,309,Gold Coast,SA4,26,ICT Professionals,61
2021-01,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,8
2021-01,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,2
2021-01,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,26
2021-01,QLD,317,Toowoomba,SA4,26,ICT Professionals,2
2021-01,QLD,318,Townsville,SA4,26,ICT Professionals,8
2021-01,QLD,319,Wide Bay,SA4,26,ICT Professionals,6
2021-01,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,325
2021-01,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,1
2021-01,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2021-01,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2021-01,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,529
2021-01,WA,501,Bunbury,SA4,26,ICT Professionals,3
2021-01,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,4
2021-01,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,2
2021-01,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,2
2021-01,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,21
2021-01,TAS,602,Launceston and North East,SA4,26,ICT Professionals,7
2021-01,TAS,603,South East,SA4,26,ICT Professionals,1
2021-01,TAS,604,West and North West,SA4,26,ICT Professionals,2
2021-01,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,26
2021-01,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,6
2021-01,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,957
2021-02,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3600
2021-02,NSW,101,Capital Region,SA4,26,ICT Professionals,8
2021-02,NSW,103,Central West,SA4,26,ICT Professionals,8
2021-02,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,3
2021-02,NSW,105,Far West and Orana,SA4,26,ICT Professionals,11
2021-02,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,30
2021-02,NSW,107,Illawarra,SA4,26,ICT Professionals,19
2021-02,NSW,108,Mid North Coast,SA4,26,ICT Professionals,16
2021-02,NSW,109,Murray,SA4,26,ICT Professionals,10
2021-02,NSW,110,New England and North West,SA4,26,ICT Professionals,3
2021-02,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,47
2021-02,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,6
2021-02,NSW,113,Riverina,SA4,26,ICT Professionals,5
2021-02,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,9
2021-02,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,2497
2021-02,VIC,201,Ballarat,SA4,26,ICT Professionals,8
2021-02,VIC,202,Bendigo,SA4,26,ICT Professionals,4
2021-02,VIC,203,Geelong,SA4,26,ICT Professionals,21
2021-02,VIC,204,Hume,SA4,26,ICT Professionals,4
2021-02,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,6
2021-02,VIC,215,North West,SA4,26,ICT Professionals,3
2021-02,VIC,216,Shepparton,SA4,26,ICT Professionals,3
2021-02,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,6
2021-02,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1149
2021-02,QLD,306,Cairns,SA4,26,ICT Professionals,10
2021-02,QLD,308,Central Queensland,SA4,26,ICT Professionals,7
2021-02,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,4
2021-02,QLD,309,Gold Coast,SA4,26,ICT Professionals,70
2021-02,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,9
2021-02,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,3
2021-02,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,22
2021-02,QLD,317,Toowoomba,SA4,26,ICT Professionals,5
2021-02,QLD,318,Townsville,SA4,26,ICT Professionals,10
2021-02,QLD,319,Wide Bay,SA4,26,ICT Professionals,5
2021-02,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,355
2021-02,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,0
2021-02,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2021-02,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2021-02,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,561
2021-02,WA,501,Bunbury,SA4,26,ICT Professionals,2
2021-02,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,5
2021-02,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,3
2021-02,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,2
2021-02,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,25
